candidateId,party,color
3235,SP,#FF0000
3237,SP,#FF0000
3238,SP,#FF0000
3239,SP,#FF0000
3240,Grüne,#008000
3242,SVP,#006400
3243,SVP,#006400
3245,SVP,#006400
3246,FDP,#4169E1
3247,SVP,#006400
3249,SVP,#006400
3251,glp,#32CD32
3252,glp,#32CD32
3253,glp,#32CD32
3254,CVP,#FFA500
3255,CVP,#FFA500
3257,SP,#FF0000
3258,SP,#FF0000
3259,SVP,#006400
3260,FDP,#4169E1
3261,CVP,#FFA500
3262,CVP,#FFA500
3264,glp,#32CD32
3265,SVP,#006400
3266,SVP,#006400
3273,CVP,#FFA500
3275,FDP,#4169E1
3276,glp,#32CD32
3279,BDP,#800020
3283,SVP,#006400
3284,CVP,#FFA500
3287,CVP,#FFA500
3288,SVP,#006400
3295,BDP,#800020
3296,BDP,#800020
3300,Grüne,#008000
3301,Grüne,#008000
3306,SVP,#006400
3307,SVP,#006400
3308,Grüne,#008000
3309,Grüne,#008000
3310,FDP,#4169E1
3311,FDP,#4169E1
3314,CVP,#FFA500
3315,CVP,#FFA500
3316,CVP,#FFA500
3317,CVP,#FFA500
3318,CVP,#FFA500
3319,CVP,#FFA500
3320,CVP,#FFA500
3321,CVP,#FFA500
3322,CVP,#FFA500
3323,CVP,#FFA500
3324,CVP,#FFA500
3327,SP,#FF0000
3328,SP,#FF0000
3329,BDP,#800020
3330,SP,#FF0000
3331,SP,#FF0000
3332,SP,#FF0000
3333,SP,#FF0000
3334,Grüne,#008000
3335,SVP,#006400
3336,SVP,#006400
3338,FDP,#4169E1
3339,FDP,#4169E1
3340,FDP,#4169E1
3341,SVP,#006400
3343,SVP,#006400
3345,SP,#FF0000
3346,FDP,#4169E1
3347,FDP,#4169E1
3348,FDP,#4169E1
3349,CVP,#FFA500
3350,CVP,#FFA500
3351,SP,#FF0000
3352,SVP,#006400
3356,CVP,#FFA500
3359,SVP,#006400
3360,CVP,#FFA500
3362,FDP,#4169E1
3363,glp,#32CD32
3364,SP,#FF0000
3365,Grüne,#008000
3366,BDP,#800020
3374,CVP,#FFA500
3380,Grüne,#008000
3381,Grüne,#008000
3382,BDP,#800020
3383,glp,#32CD32
3384,glp,#32CD32
3385,glp,#32CD32
3386,glp,#32CD32
3387,Grüne,#008000
3388,Grüne,#008000
3389,SVP,#006400
3392,Grüne,#008000
3395,Grüne,#008000
3396,glp,#32CD32
3397,Grüne,#008000
3398,BDP,#800020
3399,glp,#32CD32
3400,Grüne,#008000
3401,glp,#32CD32
3402,glp,#32CD32
3404,Grüne,#008000
3405,CVP,#FFA500
3406,FDP,#4169E1
3408,CVP,#FFA500
3409,CVP,#FFA500
3410,CVP,#FFA500
3411,CVP,#FFA500
3412,CVP,#FFA500
3413,CVP,#FFA500
3418,SP,#FF0000
3419,SP,#FF0000
3420,SP,#FF0000
3421,SP,#FF0000
3426,FDP,#4169E1
3427,FDP,#4169E1
3428,SVP,#006400
3429,glp,#32CD32
3432,SVP,#006400
3433,SVP,#006400
3434,glp,#32CD32
3435,CVP,#FFA500
3437,FDP,#4169E1
3438,FDP,#4169E1
3439,FDP,#4169E1
3440,FDP,#4169E1
3441,CVP,#FFA500
3442,CVP,#FFA500
3443,FDP,#4169E1
3445,CVP,#FFA500
3447,SVP,#006400
3448,SVP,#006400
3457,FDP,#4169E1
3460,SVP,#006400
3464,glp,#32CD32
3465,glp,#32CD32
3466,glp,#32CD32
3469,BDP,#800020
3470,Grüne,#008000
3471,Grüne,#008000
3472,BDP,#800020
3478,SP,#FF0000
3479,Grüne,#008000
3480,SP,#FF0000
3486,Grüne,#008000
3487,Grüne,#008000
3491,glp,#32CD32
3493,Grüne,#008000
3494,glp,#32CD32
3495,Grüne,#008000
3498,SVP,#006400
3499,glp,#32CD32
3500,CVP,#FFA500
3501,CVP,#FFA500
3502,CVP,#FFA500
3503,Grüne,#008000
3504,FDP,#4169E1
3506,Grüne,#008000
3507,CVP,#FFA500
3508,CVP,#FFA500
3509,CVP,#FFA500
3510,CVP,#FFA500
3511,CVP,#FFA500
3514,SP,#FF0000
3515,SP,#FF0000
3516,SP,#FF0000
3517,SP,#FF0000
3518,SP,#FF0000
3519,SP,#FF0000
3522,FDP,#4169E1
3523,FDP,#4169E1
3525,FDP,#4169E1
3526,SVP,#006400
3527,glp,#32CD32
3528,glp,#32CD32
3529,glp,#32CD32
3530,glp,#32CD32
3531,glp,#32CD32
3532,glp,#32CD32
3533,CVP,#FFA500
3534,CVP,#FFA500
3535,CVP,#FFA500
3536,CVP,#FFA500
3537,CVP,#FFA500
3539,SP,#FF0000
3540,SVP,#006400
3542,CVP,#FFA500
3543,CVP,#FFA500
3555,SVP,#006400
3559,glp,#32CD32
3560,BDP,#800020
3564,CVP,#FFA500
3565,CVP,#FFA500
3566,CVP,#FFA500
3567,CVP,#FFA500
3570,BDP,#800020
3576,Grüne,#008000
3577,Grüne,#008000
3578,Grüne,#008000
3579,Grüne,#008000
3580,Grüne,#008000
3581,BDP,#800020
3584,glp,#32CD32
3585,glp,#32CD32
3588,Grüne,#008000
3590,glp,#32CD32
3591,BDP,#800020
3592,BDP,#800020
3593,Grüne,#008000
3594,BDP,#800020
3595,Grüne,#008000
3596,Grüne,#008000
3597,glp,#32CD32
3598,CVP,#FFA500
3599,CVP,#FFA500
3601,FDP,#4169E1
3603,FDP,#4169E1
3604,FDP,#4169E1
3605,CVP,#FFA500
3606,CVP,#FFA500
3607,CVP,#FFA500
3608,CVP,#FFA500
3610,BDP,#800020
3611,SP,#FF0000
3612,SP,#FF0000
3613,SP,#FF0000
3614,SP,#FF0000
3615,SP,#FF0000
3616,FDP,#4169E1
3617,SVP,#006400
3621,FDP,#4169E1
3622,FDP,#4169E1
3623,SVP,#006400
3624,FDP,#4169E1
3625,FDP,#4169E1
3626,FDP,#4169E1
3627,glp,#32CD32
3628,glp,#32CD32
3629,glp,#32CD32
3630,CVP,#FFA500
3632,SVP,#006400
3633,FDP,#4169E1
3634,FDP,#4169E1
3635,FDP,#4169E1
3636,FDP,#4169E1
3637,CVP,#FFA500
3638,CVP,#FFA500
3639,CVP,#FFA500
3648,CVP,#FFA500
3650,glp,#32CD32
3651,glp,#32CD32
3653,FDP,#4169E1
3654,Grüne,#008000
3655,SP,#FF0000
3658,SVP,#006400
3663,SVP,#006400
3668,Grüne,#008000
3669,BDP,#800020
3672,glp,#32CD32
3673,Grüne,#008000
3674,glp,#32CD32
3675,SVP,#006400
3676,SVP,#006400
3677,glp,#32CD32
3678,Grüne,#008000
3679,Grüne,#008000
3681,CVP,#FFA500
3682,CVP,#FFA500
3683,CVP,#FFA500
3684,SVP,#006400
3685,SVP,#006400
3686,SVP,#006400
3687,FDP,#4169E1
3688,FDP,#4169E1
3689,FDP,#4169E1
3693,CVP,#FFA500
3694,CVP,#FFA500
3695,CVP,#FFA500
3696,CVP,#FFA500
3697,CVP,#FFA500
3698,CVP,#FFA500
3700,CVP,#FFA500
3701,CVP,#FFA500
3702,CVP,#FFA500
3703,CVP,#FFA500
3704,CVP,#FFA500
3705,FDP,#4169E1
3706,BDP,#800020
3707,BDP,#800020
3708,SP,#FF0000
3709,SP,#FF0000
3710,SP,#FF0000
3711,SP,#FF0000
3712,SVP,#006400
3713,SVP,#006400
3714,FDP,#4169E1
3715,FDP,#4169E1
3717,FDP,#4169E1
3719,glp,#32CD32
3720,SVP,#006400
3721,CVP,#FFA500
3722,CVP,#FFA500
3725,CVP,#FFA500
3726,CVP,#FFA500
3727,CVP,#FFA500
3728,CVP,#FFA500
3729,CVP,#FFA500
3730,FDP,#4169E1
3731,SP,#FF0000
3732,SVP,#006400
3733,SVP,#006400
3746,Grüne,#008000
3749,Grüne,#008000
3750,Grüne,#008000
3751,CVP,#FFA500
3752,CVP,#FFA500
3756,Grüne,#008000
3757,Grüne,#008000
3758,Grüne,#008000
3760,BDP,#800020
3761,BDP,#800020
3762,glp,#32CD32
3763,SVP,#006400
3764,BDP,#800020
3767,BDP,#800020
3768,Grüne,#008000
3769,BDP,#800020
3770,BDP,#800020
3771,CVP,#FFA500
3772,Grüne,#008000
3773,FDP,#4169E1
3774,FDP,#4169E1
3776,FDP,#4169E1
3777,FDP,#4169E1
3778,CVP,#FFA500
3779,CVP,#FFA500
3780,CVP,#FFA500
3781,CVP,#FFA500
3782,CVP,#FFA500
3783,CVP,#FFA500
3784,SP,#FF0000
3785,SP,#FF0000
3786,SP,#FF0000
3787,SP,#FF0000
3788,SP,#FF0000
3789,SP,#FF0000
3790,SP,#FF0000
3791,SP,#FF0000
3792,Grüne,#008000
3794,SVP,#006400
3796,FDP,#4169E1
3797,Grüne,#008000
3798,FDP,#4169E1
3799,glp,#32CD32
3801,CVP,#FFA500
3802,CVP,#FFA500
3804,SP,#FF0000
3805,CVP,#FFA500
3807,SVP,#006400
3809,glp,#32CD32
3810,FDP,#4169E1
3814,SVP,#006400
3816,SVP,#006400
3817,SVP,#006400
3823,FDP,#4169E1
3824,FDP,#4169E1
3826,glp,#32CD32
3834,FDP,#4169E1
3837,CVP,#FFA500
3838,CVP,#FFA500
3840,SVP,#006400
3847,Grüne,#008000
3849,BDP,#800020
3850,BDP,#800020
3851,glp,#32CD32
3852,Grüne,#008000
3853,SVP,#006400
3854,glp,#32CD32
3855,glp,#32CD32
3857,glp,#32CD32
3858,CVP,#FFA500
3859,CVP,#FFA500
3860,SVP,#006400
3861,FDP,#4169E1
3862,FDP,#4169E1
3863,FDP,#4169E1
3864,Grüne,#008000
3865,CVP,#FFA500
3866,CVP,#FFA500
3867,CVP,#FFA500
3870,CVP,#FFA500
3871,CVP,#FFA500
3872,SP,#FF0000
3873,SP,#FF0000
3874,SP,#FF0000
3875,SP,#FF0000
3876,SP,#FF0000
3877,Grüne,#008000
3878,SVP,#006400
3882,SVP,#006400
3884,glp,#32CD32
3886,SVP,#006400
3887,CVP,#FFA500
3889,CVP,#FFA500
3890,Grüne,#008000
3891,SP,#FF0000
3894,CVP,#FFA500
3895,SP,#FF0000
3896,CVP,#FFA500
3897,FDP,#4169E1
3898,FDP,#4169E1
3899,SVP,#006400
3905,SVP,#006400
3906,SVP,#006400
3907,SVP,#006400
3908,SVP,#006400
3917,FDP,#4169E1
3920,glp,#32CD32
3923,Grüne,#008000
3924,SVP,#006400
3925,SVP,#006400
3926,BDP,#800020
3928,Grüne,#008000
3929,FDP,#4169E1
3930,Grüne,#008000
3932,BDP,#800020
3933,BDP,#800020
3934,BDP,#800020
3935,BDP,#800020
3936,Grüne,#008000
3937,Grüne,#008000
3940,glp,#32CD32
3941,CVP,#FFA500
3942,CVP,#FFA500
3944,Grüne,#008000
3945,FDP,#4169E1
3946,FDP,#4169E1
3947,FDP,#4169E1
3949,Grüne,#008000
3950,CVP,#FFA500
3951,CVP,#FFA500
3952,CVP,#FFA500
3953,CVP,#FFA500
3954,CVP,#FFA500
3956,CVP,#FFA500
3957,SP,#FF0000
3958,SP,#FF0000
3959,SP,#FF0000
3960,SP,#FF0000
3962,SVP,#006400
3967,SVP,#006400
3968,glp,#32CD32
3969,glp,#32CD32
3970,glp,#32CD32
3971,glp,#32CD32
3972,CVP,#FFA500
3973,CVP,#FFA500
3974,Grüne,#008000
3975,SP,#FF0000
3976,FDP,#4169E1
3978,SP,#FF0000
3980,SP,#FF0000
3981,SP,#FF0000
3986,SVP,#006400
3992,SVP,#006400
3994,glp,#32CD32
3995,glp,#32CD32
3998,SP,#FF0000
4001,Grüne,#008000
4003,BDP,#800020
4004,BDP,#800020
4005,SVP,#006400
4009,SP,#FF0000
4010,SP,#FF0000
4011,CVP,#FFA500
4013,BDP,#800020
4014,Grüne,#008000
4015,SVP,#006400
4017,Grüne,#008000
4018,Grüne,#008000
4019,glp,#32CD32
4020,glp,#32CD32
4021,Grüne,#008000
4022,BDP,#800020
4023,BDP,#800020
4024,Grüne,#008000
4027,Grüne,#008000
4028,CVP,#FFA500
4029,Grüne,#008000
4030,CVP,#FFA500
4031,FDP,#4169E1
4033,CVP,#FFA500
4034,BDP,#800020
4035,SP,#FF0000
4036,SP,#FF0000
4037,SP,#FF0000
4038,SP,#FF0000
4039,SP,#FF0000
4040,SP,#FF0000
4042,FDP,#4169E1
4044,SVP,#006400
4045,glp,#32CD32
4048,SVP,#006400
4049,SVP,#006400
4050,CVP,#FFA500
4051,CVP,#FFA500
4053,SVP,#006400
4054,FDP,#4169E1
4055,CVP,#FFA500
4056,SP,#FF0000
4057,SP,#FF0000
4059,CVP,#FFA500
4061,FDP,#4169E1
4066,SP,#FF0000
4067,SVP,#006400
4068,FDP,#4169E1
4069,FDP,#4169E1
4070,glp,#32CD32
4071,FDP,#4169E1
4075,Grüne,#008000
4076,FDP,#4169E1
4079,SP,#FF0000
4080,SP,#FF0000
4081,SVP,#006400
4087,Grüne,#008000
4091,glp,#32CD32
4093,Grüne,#008000
4094,SVP,#006400
4096,Grüne,#008000
4098,CVP,#FFA500
4099,CVP,#FFA500
4101,CVP,#FFA500
4103,BDP,#800020
4105,SP,#FF0000
4106,SP,#FF0000
4107,SP,#FF0000
4108,SP,#FF0000
4109,SP,#FF0000
4116,SVP,#006400
4117,SVP,#006400
4118,SVP,#006400
4119,glp,#32CD32
4120,CVP,#FFA500
4121,CVP,#FFA500
4122,SP,#FF0000
4123,SVP,#006400
4124,FDP,#4169E1
4125,FDP,#4169E1
4126,SVP,#006400
4130,SP,#FF0000
4133,SVP,#006400
4137,SVP,#006400
4142,glp,#32CD32
4145,BDP,#800020
4146,BDP,#800020
4147,BDP,#800020
4148,SVP,#006400
4151,Grüne,#008000
4152,SVP,#006400
4153,SVP,#006400
4162,glp,#32CD32
4163,SVP,#006400
4165,Grüne,#008000
4167,FDP,#4169E1
4168,Grüne,#008000
4169,CVP,#FFA500
4170,CVP,#FFA500
4172,BDP,#800020
4173,SP,#FF0000
4174,SP,#FF0000
4177,FDP,#4169E1
4178,glp,#32CD32
4179,SVP,#006400
4180,glp,#32CD32
4181,glp,#32CD32
4182,SP,#FF0000
4183,CVP,#FFA500
4186,CVP,#FFA500
4189,SVP,#006400
4195,SP,#FF0000
4199,SVP,#006400
4202,SVP,#006400
4204,SVP,#006400
4205,SVP,#006400
4207,SVP,#006400
4208,SVP,#006400
4211,SP,#FF0000
4212,SP,#FF0000
4214,SVP,#006400
4216,Grüne,#008000
4217,BDP,#800020
4219,SVP,#006400
4220,SVP,#006400
4221,Grüne,#008000
4222,SVP,#006400
4223,Grüne,#008000
4224,FDP,#4169E1
4225,FDP,#4169E1
4226,Grüne,#008000
4227,Grüne,#008000
4228,CVP,#FFA500
4230,CVP,#FFA500
4232,CVP,#FFA500
4233,CVP,#FFA500
4235,SP,#FF0000
4236,SP,#FF0000
4237,SP,#FF0000
4238,Grüne,#008000
4239,glp,#32CD32
4240,glp,#32CD32
4241,Grüne,#008000
4242,FDP,#4169E1
4245,CVP,#FFA500
4246,SP,#FF0000
4247,SP,#FF0000
4250,SP,#FF0000
4251,CVP,#FFA500
4252,FDP,#4169E1
4253,SP,#FF0000
4261,Grüne,#008000
4266,SP,#FF0000
4267,SP,#FF0000
4268,SVP,#006400
4270,Grüne,#008000
4271,Grüne,#008000
4272,Grüne,#008000
4273,glp,#32CD32
4275,BDP,#800020
4279,Grüne,#008000
4280,SP,#FF0000
4281,SP,#FF0000
4285,glp,#32CD32
4286,glp,#32CD32
4287,glp,#32CD32
4289,SP,#FF0000
4290,CVP,#FFA500
4292,SP,#FF0000
4294,SVP,#006400
4297,SP,#FF0000
4310,SP,#FF0000
4311,SP,#FF0000
4312,SP,#FF0000
4313,SP,#FF0000
4320,BDP,#800020
4322,Grüne,#008000
4323,Grüne,#008000
4324,Grüne,#008000
4326,CVP,#FFA500
4329,Grüne,#008000
4330,Grüne,#008000
4332,SVP,#006400
4333,glp,#32CD32
4335,glp,#32CD32
4336,CVP,#FFA500
4338,SP,#FF0000
4343,SP,#FF0000
4344,SVP,#006400
4345,SVP,#006400
4347,SP,#FF0000
4357,CVP,#FFA500
4360,Grüne,#008000
4361,glp,#32CD32
4362,Grüne,#008000
4365,SVP,#006400
4370,SP,#FF0000
4371,Grüne,#008000
4375,FDP,#4169E1
4377,glp,#32CD32
4379,Grüne,#008000
4380,CVP,#FFA500
4381,SP,#FF0000
4382,SP,#FF0000
4386,SVP,#006400
4389,SP,#FF0000
4403,Grüne,#008000
4405,FDP,#4169E1
4406,FDP,#4169E1
4408,Grüne,#008000
4410,CVP,#FFA500
4414,glp,#32CD32
4415,CVP,#FFA500
4416,CVP,#FFA500
4417,SP,#FF0000
4418,SP,#FF0000
4422,SVP,#006400
4427,SVP,#006400
4429,Grüne,#008000
4434,SP,#FF0000
4435,SP,#FF0000
4437,SVP,#006400
4440,Grüne,#008000
4443,glp,#32CD32
4445,glp,#32CD32
4449,SVP,#006400
4450,SVP,#006400
4454,SP,#FF0000
4456,CVP,#FFA500
4463,SVP,#006400
4465,SP,#FF0000
4467,Grüne,#008000
4471,SVP,#006400
4474,glp,#32CD32
4476,glp,#32CD32
4477,Grüne,#008000
4478,FDP,#4169E1
4479,CVP,#FFA500
4480,SP,#FF0000
4482,SP,#FF0000
4483,SP,#FF0000
4489,FDP,#4169E1
4491,SP,#FF0000
4494,SP,#FF0000
4495,SP,#FF0000
4503,Grüne,#008000
4508,glp,#32CD32
4509,CVP,#FFA500
4510,SP,#FF0000
4511,SP,#FF0000
4513,SVP,#006400
4516,SP,#FF0000
4534,SVP,#006400
4536,CVP,#FFA500
4537,CVP,#FFA500
4539,glp,#32CD32
4540,SP,#FF0000
4541,SVP,#006400
4547,SP,#FF0000
4548,SP,#FF0000
4551,CVP,#FFA500
4553,BDP,#800020
4562,SVP,#006400
4566,Grüne,#008000
4568,CVP,#FFA500
4574,CVP,#FFA500
4579,Grüne,#008000
4580,Grüne,#008000
4582,CVP,#FFA500
4583,SP,#FF0000
4584,SP,#FF0000
4593,SVP,#006400
4594,SVP,#006400
4595,SVP,#006400
4603,Grüne,#008000
4618,SVP,#006400
4643,Grüne,#008000
4644,Grüne,#008000
4645,SP,#FF0000
4646,SP,#FF0000
4648,CVP,#FFA500
4659,CVP,#FFA500
4660,CVP,#FFA500
